Employee ID,StartDate,start_date_parsed,years_of_service,tenure_group,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,dob_parsed,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,engagement_level,Satisfaction Score,Work-Life Balance Score,Training Date,training_date_parsed,Training Program Name,Training Type,Training Outcome,training_success,Training Duration(Days),Training Cost,Age,age_group,flag_under18_at_hire,flag_training_before_hire
2487,20-Jul-19,2019-07-20,6,5-9 yrs,IT Manager - DB,PYZ,Active,Part-Time,ZONE A,Temporary,It/is,Splicing,09-12-1978,1978-12-09,MA,Male,White,Single,Fully meets,4,06-05-2023,1,Low,1,4,26-Nov-22,2022-11-26,Technical Skills,Internal,Failed,0,4,102.96,41,40-49,0,0
2488,26-May-22,2022-05-26,4,2-4 yrs,IT Director,PL,Active,Contract,ZONE A,Full-Time,It/is,Field Operations,31-01-1989,1989-01-31,MA,Male,Other,Married,Fully meets,1,10-01-2023,2,Low,4,5,03-Dec-22,2022-12-03,Customer Service,External,Completed,1,5,278.96,33,30-39,0,0
2489,24-Jul-21,2021-07-24,4,2-4 yrs,Director of Sales,NEL,Active,Contract,ZONE A,Part-Time,It/is,Field Operations,23-07-1954,1954-07-23,MA,Male,Hispanic,Single,Fully meets,5,22-09-2022,1,Low,3,2,30-Mar-23,2023-03-30,Communication Skills,Internal,Incomplete,0,4,168.1,67,60+,0,0
2490,27-Sep-21,2021-09-27,4,2-4 yrs,Director of Operations,MSC,Active,Contract,ZONE A,Part-Time,It/is,General - Con,21-07-1954,1954-07-21,MA,Male,Other,Widowed,Fully meets,4,25-01-2023,2,Low,2,4,04-Jun-23,2023-06-04,Leadership Development,Internal,Incomplete,0,1,886.63,67,60+,0,0
2492,20-Jul-19,2019-07-20,6,5-9 yrs,Software Engineer,CCDR,Active,Full-Time,ZONE C,Temporary,Software engineering,General - Con,04-12-1957,1957-12-04,MA,Male,White,Married,Fully meets,2,02-01-2023,3,Medium,2,5,14-Nov-22,2022-11-14,Leadership Development,External,Completed,1,4,765.32,62,60+,0,0
2493,03-Dec-22,2022-12-03,3,2-4 yrs,Software Engineer,SVG,Active,Contract,ZONE C,Full-Time,Software engineering,Field Operations,16-05-1981,1981-05-16,MA,Male,Black,Divorced,Fully meets,4,23-01-2023,1,Low,3,1,07-Jan-23,2023-01-07,Communication Skills,Internal,Completed,1,2,443.46,41,40-49,0,0
2494,04-Apr-20,2020-04-04,6,5-9 yrs,IT Manager - DB,MSC,Active,Contract,ZONE A,Temporary,It/is,Field Operations,04-08-1978,1978-08-04,MA,Male,Asian,Married,Fully meets,4,06-11-2022,1,Low,1,1,06-Nov-22,2022-11-06,Customer Service,Internal,Incomplete,0,2,203.97,42,40-49,0,0
2495,08-Mar-20,2020-03-08,6,5-9 yrs,IT Director,NEL,Active,Contract,ZONE B,Part-Time,It/is,Fielders,26-01-1970,1970-01-26,MA,Male,Black,Married,Fully meets,1,10-01-2023,5,High,1,2,27-Aug-22,2022-08-27,Project Management,Internal,Incomplete,0,3,180.44,50,50-59,0,0
2496,28-Sep-20,2020-09-28,5,5-9 yrs,Director of Sales,PL,Active,Part-Time,ZONE B,Temporary,It/is,Underground,18-03-1961,1961-03-18,MA,Male,Other,Single,Fully meets,2,15-12-2022,2,Low,3,3,12-Feb-23,2023-02-12,Technical Skills,Internal,Passed,1,3,647.25,59,50-59,0,0
2497,14-Jul-21,2021-07-14,4,2-4 yrs,Director of Operations,PYZ,Active,Full-Time,ZONE C,Temporary,It/is,Field Operations,05-09-1955,1955-09-05,MA,Male,White,Single,Fully meets,4,27-10-2022,5,High,2,5,07-Sep-22,2022-09-07,Customer Service,Internal,Passed,1,4,833.99,66,60+,0,0
2498,17-Oct-19,2019-10-17,6,5-9 yrs,BI Developer,PYZ,Terminated,Full-Time,ZONE A,Temporary,It/is,Field Operations,08-09-1999,1999-09-08,MA,Female,Asian,Divorced,Fully meets,4,05-07-2023,5,High,3,5,30-Nov-22,2022-11-30,Project Management,Internal,Incomplete,0,4,825.58,20,Under 30,0,0
2499,08-Apr-23,2023-04-08,3,2-4 yrs,Software Engineer,PL,Active,Contract,ZONE B,Full-Time,Software engineering,Project Management - Con,04-09-1989,1989-09-04,MA,Male,Asian,Married,Fully meets,4,01-05-2023,5,High,5,3,12-Oct-22,2022-10-12,Project Management,Internal,Failed,0,2,190.49,34,30-39,0,1
2502,27-Jan-19,2019-01-27,7,5-9 yrs,Software Engineer,SVG,Active,Part-Time,ZONE C,Temporary,Software engineering,Wireline Construction,06-06-1999,1999-06-06,MA,Male,White,Divorced,Fully meets,2,21-07-2023,3,Medium,3,5,08-Aug-22,2022-08-08,Technical Skills,Internal,Passed,1,3,971.57,20,Under 30,0,0
2504,12-Jan-23,2023-01-12,3,2-4 yrs,IT Director,BPC,Active,Full-Time,ZONE A,Part-Time,It/is,Engineers,16-02-1976,1976-02-16,MA,Male,Black,Single,Fully meets,4,22-10-2022,1,Low,5,3,02-Sep-22,2022-09-02,Communication Skills,Internal,Failed,0,5,108.02,47,40-49,0,1
2505,02-Jul-19,2019-07-02,6,5-9 yrs,Director of Sales,CCDR,Active,Contract,ZONE B,Temporary,It/is,Splicing,01-05-1988,1988-05-01,MA,Male,Asian,Single,Fully meets,1,30-10-2022,3,Medium,2,3,23-Nov-22,2022-11-23,Communication Skills,External,Completed,1,5,508.85,31,30-39,0,0
2507,05-Jan-23,2023-01-05,3,2-4 yrs,BI Developer,CCDR,Terminated,Part-Time,ZONE B,Temporary,It/is,Aerial,06-09-1985,1985-09-06,MA,Female,White,Single,Fully meets,5,31-07-2023,2,Low,3,4,06-Dec-22,2022-12-06,Technical Skills,External,Incomplete,0,2,680.09,38,30-39,0,1
2508,18-Nov-18,2018-11-18,7,5-9 yrs,BI Developer,SVG,Active,Full-Time,ZONE A,Part-Time,It/is,Field Operations,20-06-1972,1972-06-20,MA,Male,Other,Single,Fully meets,5,01-07-2023,1,Low,4,1,25-Apr-23,2023-04-25,Technical Skills,External,Completed,1,3,133.88,46,40-49,0,0
2509,21-Sep-20,2020-09-21,5,5-9 yrs,Software Engineer,EW,Active,Part-Time,ZONE C,Full-Time,Software engineering,Billable Consultants,19-03-1998,1998-03-19,MA,Female,Hispanic,Married,Fully meets,2,10-03-2023,1,Low,2,3,08-Feb-23,2023-02-08,Communication Skills,Internal,Completed,1,1,433.69,22,Under 30,0,0
2510,25-Nov-19,2019-11-25,6,5-9 yrs,Software Engineer,MSC,Active,Contract,ZONE C,Temporary,Software engineering,Aerial,24-03-1988,1988-03-24,MA,Male,Asian,Single,Fully meets,1,10-09-2022,2,Low,2,2,22-Aug-22,2022-08-22,Customer Service,Internal,Completed,1,2,580.84,31,30-39,0,0
2512,16-Apr-23,2023-04-16,3,2-4 yrs,Software Engineer,PL,Active,Part-Time,ZONE B,Temporary,Software engineering,Field Operations,06-03-1967,1967-03-06,MA,Male,Hispanic,Widowed,Fully meets,4,02-09-2022,1,Low,4,2,19-Feb-23,2023-02-19,Communication Skills,External,Failed,0,5,802.2,56,50-59,0,1
2514,14-Jan-22,2022-01-14,4,2-4 yrs,IT Director,PL,Active,Part-Time,ZONE A,Full-Time,It/is,Engineers,09-09-1957,1957-09-09,MA,Male,White,Single,Fully meets,1,10-06-2023,5,High,2,2,14-Jun-23,2023-06-14,Technical Skills,Internal,Incomplete,0,3,538.16,65,60+,0,0
2515,11-Sep-18,2018-09-11,7,5-9 yrs,Director of Sales,NEL,Active,Contract,ZONE A,Full-Time,It/is,General - Sga,10-06-1996,1996-06-10,MA,Male,Hispanic,Single,Fully meets,4,28-03-2023,1,Low,1,1,19-Jul-23,2023-07-19,Technical Skills,Internal,Passed,1,1,190.1,22,Under 30,0,0
2516,18-Feb-22,2022-02-18,4,2-4 yrs,Director of Operations,MSC,Active,Full-Time,ZONE C,Temporary,It/is,Field Operations,25-07-1989,1989-07-25,MA,Male,Hispanic,Widowed,Fully meets,5,15-05-2023,5,High,1,5,31-Jan-23,2023-01-31,Customer Service,Internal,Completed,1,1,397.27,33,30-39,0,0
2517,01-Dec-19,2019-12-01,6,5-9 yrs,BI Developer,CCDR,Active,Full-Time,ZONE A,Full-Time,It/is,Aerial,10-02-1963,1963-02-10,MA,Male,Asian,Single,Fully meets,2,05-07-2023,5,High,5,1,01-Apr-23,2023-04-01,Technical Skills,Internal,Incomplete,0,5,826.65,56,50-59,0,0
2518,28-Feb-21,2021-02-28,5,5-9 yrs,BI Developer,SVG,Active,Full-Time,ZONE A,Full-Time,It/is,Wireline Construction,26-12-1963,1963-12-26,MA,Male,White,Widowed,Fully meets,4,28-12-2022,4,High,2,1,29-Oct-22,2022-10-29,Customer Service,Internal,Completed,1,4,732.18,58,50-59,0,0
2519,13-Nov-21,2021-11-13,4,2-4 yrs,Software Engineer,NEL,Active,Part-Time,ZONE A,Part-Time,Software engineering,Splicing,14-05-1963,1963-05-14,MA,Female,White,Married,Fully meets,4,03-09-2022,3,Medium,5,5,08-Feb-23,2023-02-08,Technical Skills,External,Failed,0,2,564.38,58,50-59,0,0
2521,03-Sep-22,2022-09-03,3,2-4 yrs,Software Engineer,BPC,Active,Contract,ZONE C,Temporary,Software engineering,Engineers,24-08-1954,1954-08-24,MA,Male,White,Divorced,Fully meets,1,07-06-2023,4,High,4,4,18-Nov-22,2022-11-18,Project Management,Internal,Completed,1,1,599.41,68,60+,0,0
2523,06-Nov-21,2021-11-06,4,2-4 yrs,IT Director,BPC,Active,Full-Time,ZONE A,Temporary,It/is,General - Con,08-09-1970,1970-09-08,MA,Male,Hispanic,Single,Fully meets,5,17-02-2023,1,Low,1,3,28-Jun-23,2023-06-28,Customer Service,External,Incomplete,0,4,391.4,51,50-59,0,0
2524,24-Jun-23,2023-06-24,2,2-4 yrs,Director of Sales,CCDR,Active,Contract,ZONE A,Part-Time,It/is,Finance & Accounting,17-03-1969,1969-03-17,MA,Male,Black,Married,Fully meets,1,10-07-2023,3,Medium,3,4,15-Oct-22,2022-10-15,Leadership Development,Internal,Incomplete,0,1,569.5,54,50-59,0,1
2525,15-Sep-21,2021-09-15,4,2-4 yrs,Director of Operations,SVG,Active,Full-Time,ZONE B,Full-Time,Sales,General - Con,07-02-1952,1952-02-07,MA,Male,Other,Married,Fully meets,2,23-07-2023,2,Low,5,1,24-Apr-23,2023-04-24,Leadership Development,External,Incomplete,0,3,450.81,69,60+,0,0
2526,14-Oct-22,2022-10-14,3,2-4 yrs,BI Developer,NEL,Active,Contract,ZONE C,Part-Time,It/is,Engineers,28-03-1964,1964-03-28,MA,Female,Other,Single,Fully meets,1,22-10-2022,1,Low,1,1,23-Jun-23,2023-06-23,Technical Skills,Internal,Passed,1,2,265.46,58,50-59,0,0
2527,22-Jul-19,2019-07-22,6,5-9 yrs,BI Developer,PL,Active,Full-Time,ZONE A,Temporary,It/is,Engineers,14-06-1991,1991-06-14,MA,Male,Asian,Married,Fully meets,2,28-10-2022,3,Medium,4,5,24-Nov-22,2022-11-24,Technical Skills,Internal,Passed,1,2,462.98,28,Under 30,0,0
2528,20-Mar-23,2023-03-20,3,2-4 yrs,BI Developer,PYZ,Active,Part-Time,ZONE C,Part-Time,It/is,Project Management - Con,09-06-1985,1985-06-09,MA,Male,White,Married,Fully meets,1,10-07-2023,2,Low,4,2,25-Jul-23,2023-07-25,Communication Skills,Internal,Passed,1,3,760.34,38,30-39,0,0
2529,02-May-22,2022-05-02,4,2-4 yrs,Software Engineer,NEL,Active,Full-Time,ZONE B,Part-Time,Software engineering,Underground,17-05-1953,1953-05-17,MA,Female,Other,Single,Fully meets,2,08-12-2022,4,High,5,1,16-Oct-22,2022-10-16,Communication Skills,External,Failed,0,1,383.84,69,60+,0,0
2530,20-Oct-22,2022-10-20,3,2-4 yrs,Software Engineer,PL,Active,Part-Time,ZONE C,Temporary,Software engineering,Yard (Material Handling),11-04-1980,1980-04-11,MA,Male,White,Divorced,Fully meets,2,18-07-2023,4,High,1,1,11-Dec-22,2022-12-11,Technical Skills,External,Failed,0,4,723.57,42,40-49,0,0
2532,18-Jul-20,2020-07-18,5,5-9 yrs,IT Manager - DB,NEL,Active,Contract,ZONE A,Part-Time,It/is,General - Con,04-09-1972,1972-09-04,MA,Male,Other,Widowed,Fully meets,4,26-03-2023,1,Low,1,4,18-May-23,2023-05-18,Leadership Development,Internal,Incomplete,0,2,119.48,48,40-49,0,0
2533,05-May-21,2021-05-05,5,5-9 yrs,IT Manager - DB,PL,Active,Full-Time,ZONE A,Temporary,It/is,Field Operations,13-06-1966,1966-06-13,MA,Male,White,Divorced,Fully meets,1,20-08-2022,1,Low,1,3,22-Jul-23,2023-07-22,Communication Skills,External,Completed,1,1,226.93,55,50-59,0,0
2534,15-Apr-19,2019-04-15,7,5-9 yrs,IT Director,BPC,Active,Part-Time,ZONE B,Temporary,It/is,Project Management - Con,05-07-1960,1960-07-05,MA,Male,Other,Divorced,Fully meets,1,15-10-2022,2,Low,2,5,22-Aug-22,2022-08-22,Leadership Development,Internal,Passed,1,3,739.85,59,50-59,0,0
2535,24-Aug-20,2020-08-24,5,5-9 yrs,Director of Sales,CCDR,Active,Contract,ZONE B,Part-Time,Sales,Field Operations,22-09-1978,1978-09-22,MA,Male,Other,Single,Fully meets,2,06-08-2022,2,Low,5,2,02-Oct-22,2022-10-02,Project Management,Internal,Incomplete,0,2,369.68,42,40-49,0,0
2538,14-Sep-19,2019-09-14,6,5-9 yrs,BI Developer,BPC,Active,Full-Time,ZONE C,Part-Time,It/is,Wireline Construction,19-02-1986,1986-02-19,MA,Female,Hispanic,Single,Fully meets,5,02-10-2022,5,High,4,5,06-Apr-23,2023-04-06,Leadership Development,External,Passed,1,3,418.25,33,30-39,0,0
2539,19-Mar-19,2019-03-19,7,5-9 yrs,BI Developer,CCDR,Active,Part-Time,ZONE B,Temporary,It/is,Wireline Construction,04-10-1953,1953-10-04,MA,Male,Black,Married,Fully meets,2,08-12-2022,4,High,2,3,10-Nov-22,2022-11-10,Communication Skills,Internal,Passed,1,4,703.84,66,60+,0,0
2540,18-Oct-22,2022-10-18,3,2-4 yrs,Software Engineering Manager,CCDR,Active,Contract,ZONE B,Part-Time,Software engineering,Finance & Accounting,26-08-1994,1994-08-26,MA,Female,Black,Divorced,Fully meets,4,16-04-2023,3,Medium,4,4,12-Oct-22,2022-10-12,Project Management,Internal,Failed,0,2,602.26,28,Under 30,0,1
2541,31-Jul-22,2022-07-31,3,2-4 yrs,Software Engineer,EW,Active,Full-Time,ZONE B,Temporary,Software engineering,Engineers,09-01-1973,1973-01-09,MA,Female,Other,Married,Fully meets,1,22-07-2023,3,Medium,4,3,11-Aug-22,2022-08-11,Communication Skills,Internal,Passed,1,2,517.83,49,40-49,0,0
2542,06-Mar-23,2023-03-06,3,2-4 yrs,Software Engineer,MSC,Active,Part-Time,ZONE A,Part-Time,Software engineering,Engineers,01-09-1959,1959-09-01,MA,Male,Black,Single,Fully meets,4,21-09-2022,2,Low,1,3,21-Aug-22,2022-08-21,Communication Skills,External,Completed,1,5,605.99,64,60+,0,1
2543,30-Jan-19,2019-01-30,7,5-9 yrs,Software Engineer,NEL,Terminated,Full-Time,ZONE A,Full-Time,Software engineering,General - Con,25-12-1991,1991-12-25,MA,Male,White,Divorced,Fully meets,2,06-07-2023,3,Medium,4,3,04-Sep-22,2022-09-04,Communication Skills,Internal,Passed,1,1,100.45,28,Under 30,0,0
2545,22-Dec-18,2018-12-22,7,5-9 yrs,IT Manager - DB,PYZ,Active,Contract,ZONE B,Full-Time,It/is,Project Management - Con,08-10-1951,1951-10-08,MA,Male,Hispanic,Widowed,Fully meets,4,12-02-2023,3,Medium,2,3,27-Jun-23,2023-06-27,Leadership Development,Internal,Completed,1,1,352.45,67,60+,0,0
2546,08-Nov-22,2022-11-08,3,2-4 yrs,IT Director,PL,Active,Part-Time,ZONE A,Part-Time,It/is,Finance & Accounting,14-02-1990,1990-02-14,MA,Male,Other,Married,Fully meets,4,06-11-2022,4,High,4,5,22-May-23,2023-05-22,Customer Service,Internal,Completed,1,3,463.57,32,30-39,0,0
2547,03-Jul-21,2021-07-03,4,2-4 yrs,Director of Sales,NEL,Active,Full-Time,ZONE A,Temporary,Sales,General - Con,15-07-1970,1970-07-15,MA,Male,Hispanic,Widowed,Fully meets,4,26-05-2023,2,Low,5,1,07-Sep-22,2022-09-07,Leadership Development,Internal,Completed,1,4,372.08,51,50-59,0,0
2548,14-Nov-18,2018-11-14,7,5-9 yrs,BI Developer,PYZ,Active,Contract,ZONE A,Temporary,It/is,General - Sga,16-02-1954,1954-02-16,MA,Female,Other,Divorced,Fully meets,1,07-08-2022,2,Low,5,3,14-Jan-23,2023-01-14,Project Management,External,Failed,0,3,670.58,64,60+,0,0
2549,18-Sep-21,2021-09-18,4,2-4 yrs,BI Developer,PL,Active,Contract,ZONE A,Part-Time,It/is,Field Operations,04-07-1963,1963-07-04,MA,Female,White,Divorced,Fully meets,5,18-01-2023,4,High,3,5,18-Dec-22,2022-12-18,Project Management,Internal,Passed,1,2,399.97,58,50-59,0,0
2550,19-Nov-20,2020-11-19,5,5-9 yrs,Software Engineering Manager,WBL,Active,Contract,ZONE A,Part-Time,Software engineering,General - Con,25-04-1952,1952-04-25,MA,Female,White,Widowed,Fully meets,5,01-01-2023,3,Medium,1,1,09-Oct-22,2022-10-09,Project Management,Internal,Incomplete,0,5,997.89,68,60+,0,0
2551,04-May-23,2023-05-04,3,2-4 yrs,Software Engineer,NEL,Active,Full-Time,ZONE B,Temporary,Software engineering,General - Con,12-05-1988,1988-05-12,MA,Female,Other,Widowed,Fully meets,1,03-09-2022,4,High,2,2,02-Aug-23,2023-08-02,Communication Skills,Internal,Completed,1,2,985.0,35,30-39,0,0
2552,21-Jan-23,2023-01-21,3,2-4 yrs,Software Engineer,PL,Active,Full-Time,ZONE B,Temporary,Software engineering,Project Management - Con,03-11-1954,1954-11-03,MA,Male,White,Single,Fully meets,5,19-10-2022,3,Medium,2,3,21-Sep-22,2022-09-21,Customer Service,Internal,Completed,1,5,573.47,69,60+,0,1
2553,19-Aug-22,2022-08-19,3,2-4 yrs,IT Manager - DB,NEL,Active,Contract,ZONE B,Part-Time,It/is,Aerial,09-10-1973,1973-10-09,MA,Male,Other,Divorced,Fully meets,2,16-10-2022,2,Low,2,2,03-Oct-22,2022-10-03,Project Management,External,Failed,0,2,414.08,49,40-49,0,0
2554,18-Jul-22,2022-07-18,3,2-4 yrs,IT Manager - DB,PL,Active,Part-Time,ZONE A,Full-Time,It/is,General - Eng,03-10-1991,1991-10-03,MA,Male,Hispanic,Widowed,Fully meets,1,29-12-2022,5,High,1,4,29-Jul-23,2023-07-29,Communication Skills,External,Completed,1,5,889.09,31,30-39,0,0
2555,14-Aug-19,2019-08-14,6,5-9 yrs,IT Director,BPC,Active,Full-Time,ZONE A,Temporary,It/is,Wireless,26-10-1956,1956-10-26,MA,Male,Other,Widowed,Fully meets,2,14-05-2023,5,High,1,4,18-Jan-23,2023-01-18,Technical Skills,Internal,Passed,1,3,650.08,63,60+,0,0
2556,10-Dec-20,2020-12-10,5,5-9 yrs,Director of Sales,CCDR,Active,Part-Time,ZONE A,Full-Time,Sales,Project Management - Eng,25-04-1996,1996-04-25,MA,Male,White,Married,Fully meets,2,01-02-2023,4,High,1,3,19-Aug-22,2022-08-19,Customer Service,Internal,Passed,1,5,283.57,24,Under 30,0,0
2557,20-Sep-19,2019-09-20,6,5-9 yrs,BI Developer,MSC,Active,Full-Time,ZONE B,Temporary,It/is,Engineers,17-06-1964,1964-06-17,MA,Female,Black,Married,Fully meets,2,04-09-2022,1,Low,3,1,20-Aug-22,2022-08-20,Technical Skills,Internal,Completed,1,1,908.5,55,50-59,0,0
2558,19-Nov-21,2021-11-19,4,2-4 yrs,Software Engineering Manager,WBL,Active,Full-Time,ZONE B,Full-Time,Software engineering,Field Operations,25-11-1965,1965-11-25,MA,Female,Asian,Widowed,Fully meets,4,15-12-2022,2,Low,4,5,07-Nov-22,2022-11-07,Technical Skills,Internal,Failed,0,2,900.85,56,50-59,0,0
2559,29-Apr-22,2022-04-29,4,2-4 yrs,Software Engineer,NEL,Active,Part-Time,ZONE B,Full-Time,Software engineering,Field Operations,23-11-1957,1957-11-23,MA,Male,White,Widowed,Fully meets,1,10-07-2023,3,Medium,5,3,19-Sep-22,2022-09-19,Communication Skills,External,Passed,1,3,449.84,65,60+,0,0
2560,30-Jun-21,2021-06-30,4,2-4 yrs,IT Manager - Infra,WBL,Active,Part-Time,ZONE A,Part-Time,It/is,Field Operations,05-01-1977,1977-01-05,MA,Male,Black,Widowed,Fully meets,4,19-10-2022,5,High,1,5,03-Aug-23,2023-08-03,Communication Skills,External,Failed,0,5,981.9,44,40-49,0,0
2561,15-Jul-21,2021-07-15,4,2-4 yrs,IT Manager - DB,NEL,Active,Contract,ZONE B,Temporary,It/is,General - Con,11-06-1956,1956-06-11,MA,Male,Hispanic,Married,Fully meets,2,15-04-2023,3,Medium,5,4,19-Dec-22,2022-12-19,Technical Skills,External,Failed,0,4,289.37,65,60+,0,0
2562,12-Apr-21,2021-04-12,5,5-9 yrs,IT Manager - DB,PL,Active,Contract,ZONE B,Full-Time,It/is,Field Operations,18-11-1967,1967-11-18,MA,Male,Other,Married,Fully meets,4,17-04-2023,1,Low,4,3,09-Jul-23,2023-07-09,Customer Service,Internal,Failed,0,1,657.23,54,50-59,0,0
2563,08-Dec-20,2020-12-08,5,5-9 yrs,IT Director,BPC,Active,Contract,ZONE B,Temporary,It/is,Fielders,17-11-1953,1953-11-17,MA,Male,Other,Widowed,Fully meets,2,24-09-2022,2,Low,2,4,03-Aug-23,2023-08-03,Customer Service,External,Passed,1,5,416.37,67,60+,0,0
2564,31-Oct-19,2019-10-31,6,5-9 yrs,Director of Sales,CCDR,Active,Contract,ZONE B,Full-Time,Sales,General - Con,11-07-1995,1995-07-11,MA,Male,Hispanic,Married,Fully meets,1,11-12-2022,1,Low,4,4,18-Jul-23,2023-07-18,Leadership Development,Internal,Completed,1,4,624.9,24,Under 30,0,0
2565,22-Jan-20,2020-01-22,6,5-9 yrs,BI Developer,PL,Active,Contract,ZONE C,Temporary,It/is,Field Operations,14-11-1985,1985-11-14,MA,Female,White,Married,Fully meets,2,17-08-2022,2,Low,5,4,11-Sep-22,2022-09-11,Communication Skills,Internal,Passed,1,2,559.06,35,30-39,0,0
2566,20-Sep-22,2022-09-20,3,2-4 yrs,Software Engineering Manager,CCDR,Active,Full-Time,ZONE B,Full-Time,Software engineering,General - Con,30-09-1966,1966-09-30,MA,Male,Other,Married,Fully meets,2,19-05-2023,3,Medium,2,2,29-Jul-23,2023-07-29,Project Management,External,Incomplete,0,5,327.37,56,50-59,0,0
2567,22-Dec-22,2022-12-22,3,2-4 yrs,IT Manager - Infra,CCDR,Active,Full-Time,ZONE B,Part-Time,It/is,Field Operations,15-10-1959,1959-10-15,MA,Male,Black,Widowed,Fully meets,5,17-08-2022,4,High,3,5,24-Oct-22,2022-10-24,Communication Skills,Internal,Failed,0,2,660.4,63,60+,0,1
2568,12-Mar-19,2019-03-12,7,5-9 yrs,IT Manager - DB,EW,Active,Full-Time,ZONE C,Full-Time,It/is,Aerial,27-04-1990,1990-04-27,MA,Male,Asian,Widowed,Fully meets,4,22-06-2023,3,Medium,5,2,15-Dec-22,2022-12-15,Leadership Development,External,Passed,1,5,477.46,29,Under 30,0,0
2569,07-Oct-21,2021-10-07,4,2-4 yrs,IT Manager - DB,MSC,Active,Full-Time,ZONE C,Temporary,It/is,General - Con,28-03-1995,1995-03-28,MA,Male,Black,Single,Fully meets,2,28-05-2023,3,Medium,4,3,15-Jan-23,2023-01-15,Project Management,Internal,Completed,1,2,694.21,26,Under 30,0,0
2570,16-Jun-19,2019-06-16,6,5-9 yrs,IT Director,NEL,Active,Contract,ZONE A,Full-Time,It/is,Field Operations,18-11-1991,1991-11-18,MA,Male,Black,Single,Fully meets,4,15-04-2023,3,Medium,3,1,23-May-23,2023-05-23,Customer Service,Internal,Incomplete,0,2,737.84,28,Under 30,0,0
2571,17-Mar-21,2021-03-17,5,5-9 yrs,BI Director,SVG,Active,Part-Time,ZONE A,Full-Time,It/is,Field Operations,11-02-1989,1989-02-11,MA,Female,Asian,Divorced,Fully meets,2,19-06-2023,3,Medium,3,5,15-Aug-22,2022-08-15,Technical Skills,Internal,Failed,0,2,919.95,32,30-39,0,0
2572,07-Aug-22,2022-08-07,3,2-4 yrs,BI Developer,PYZ,Active,Contract,ZONE A,Temporary,It/is,Engineers,20-05-1994,1994-05-20,MA,Male,Asian,Widowed,Fully meets,4,19-10-2022,1,Low,1,2,02-Sep-22,2022-09-02,Technical Skills,Internal,Completed,1,5,797.82,28,Under 30,0,0
2573,17-Jan-20,2020-01-17,6,5-9 yrs,Area Sales Manager,NEL,Terminated,Contract,ZONE A,Temporary,Sales,Field Operations,02-01-1987,1987-01-02,VA,Female,Black,Divorced,Fully meets,4,24-04-2023,1,Low,4,3,27-Sep-22,2022-09-27,Customer Service,Internal,Passed,1,2,806.47,33,30-39,0,0
2574,11-Jun-22,2022-06-11,3,2-4 yrs,Area Sales Manager,EW,Active,Full-Time,ZONE C,Full-Time,Sales,Billable Consultants,18-11-1971,1971-11-18,UT,Male,Hispanic,Widowed,Fully meets,2,20-03-2023,3,Medium,1,4,18-Jul-23,2023-07-18,Technical Skills,External,Failed,0,1,376.59,51,50-59,0,0
2576,16-Apr-20,2020-04-16,6,5-9 yrs,Area Sales Manager,CCDR,Active,Contract,ZONE B,Part-Time,Sales,General - Sga,27-12-1969,1969-12-27,MT,Female,Asian,Widowed,Fully meets,1,19-11-2022,2,Low,4,1,23-Feb-23,2023-02-23,Leadership Development,External,Incomplete,0,2,608.82,51,50-59,0,0
2577,22-Sep-22,2022-09-22,3,2-4 yrs,Area Sales Manager,PYZ,Active,Full-Time,ZONE A,Temporary,Sales,Wireline Construction,28-07-1963,1963-07-28,WA,Female,Other,Married,Fully meets,2,18-09-2022,5,High,2,4,04-Jul-23,2023-07-04,Communication Skills,Internal,Failed,0,5,928.48,59,50-59,0,0
2578,30-May-23,2023-05-30,3,2-4 yrs,Area Sales Manager,MSC,Active,Part-Time,ZONE A,Full-Time,Sales,Shop (Fleet),28-01-1996,1996-01-28,VT,Female,Black,Single,Fully meets,5,17-06-2023,4,High,5,3,10-Oct-22,2022-10-10,Customer Service,External,Incomplete,0,1,812.01,27,Under 30,0,1
2579,14-Jan-21,2021-01-14,5,5-9 yrs,Area Sales Manager,MSC,Active,Full-Time,ZONE C,Full-Time,Sales,General - Eng,29-06-1977,1977-06-29,AZ,Female,White,Married,Fully meets,2,05-08-2023,3,Medium,4,4,02-Oct-22,2022-10-02,Project Management,External,Incomplete,0,4,941.61,44,40-49,0,0
2580,29-Apr-20,2020-04-29,6,5-9 yrs,Area Sales Manager,BPC,Active,Full-Time,ZONE A,Part-Time,Sales,Finance & Accounting,07-04-1954,1954-04-07,NH,Male,White,Single,Fully meets,2,28-10-2022,1,Low,2,4,07-Mar-23,2023-03-07,Communication Skills,Internal,Incomplete,0,1,227.13,66,60+,0,0
2581,07-Jul-21,2021-07-07,4,2-4 yrs,Area Sales Manager,MSC,Active,Full-Time,ZONE A,Full-Time,Sales,Field Operations,12-11-1970,1970-11-12,AL,Male,Other,Divorced,Fully meets,1,20-02-2023,2,Low,3,4,13-May-23,2023-05-13,Project Management,External,Passed,1,1,257.4,51,50-59,0,0
